"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","146","Simple Test","","Wed Nov 06 16:53:41 GMT 2024","passed","Wed Nov 06 16:53:41 GMT 2024","","StepTest","com.example.spock.StepTest","Simple Test"
